story,amountRaised,goal,url,campaignTitle,numberContributors,currencyType
"I strategically finically planned my trip over the past few months. I bought a plane ticket to Israel on January 14th 2013 from bangkok to Tel Aviv, with Aerosvit airlines. A few hours ago I arrived in Bangkok to board my plane flight to Israel and I find out that Aerosvit airlines went bankrupt and I have no flight to take. I am stranded in Bangkok, with my visa expired, racking up 20 bucks a day and staying in a hotel for the night. I do not have the money to get on the stand by flight that happens tomorrow night. The cost of the flight is $1400. I need Help! please please please donate so I can get to Israel and my next job. I have no other place to go and am feeling very alone, and scared. I would love the financial  support in this emergency situation. Thank you so very much!",500,of $750 goal,https://fundrazr.com/9UJF5,Help! Plane company went bankrupt! I'm stranded!!!,15,U.S. Dollar
"With a newborn on the way, a physical ailment restricting activities, and a husband working abroad, we are hoping to send Disko a housekeeper for two weeks until her husband can be there full time. We are looking to raise about $800, or roughly 50% of the airfare. Anything over that will go towards a gift or baby necessities.",520,of $800 goal,https://fundrazr.com/9Ra40,Send Disko a Housekeeper,12,U.S. Dollar
"I need to get Paige and her babies home to Alaska. Paige brought her family to Washington with the promise of a job for her fiancee and a place to stay.  Things didn't work out as planned, and they are stuck here without a job, money or a real place to stay.",232,of $700 goal,https://fundrazr.com/7UOHc,Help Paige and her babies get home to Alaska,8,U.S. Dollar
"This summer Kylee and Shanna Fullmer have the opportunity to go serve in Kenya, Africa. They will be going to work with Bella Houses which deal with girls recovering from the sex trafficking trade. They will be leaving this May and are needing some extra support in funds- this is where you come in, they need your help to make this happen! (This has not fully become public knowledge, so if you are invited to this group. Please keep this on the down low.) Both Kylee and Shanna have a huge passion for missions and their hearts have been set on Africa. They are asking you to partner with them in helping them be sent to change lives. Whatever you can do goes a long way, whether prayers or finances, or even both! Thank you so much for being apart of this!",945,,https://fundrazr.com/aQDbd,Mission to Africa: help fund Kylee and Shanna,,
"Katherine has $1,500 left to raise for her People to People Student Ambassador trip to Great Britain & Ireland.  This educational trip is a lifetime opportunity of cultural learning that will help her in her future aspirations and endeavors.",600,of $1.5k goal,https://fundrazr.com/2T4qd,Katherine's Celtic Heritage P2P Trip,3,U.S. Dollar
"Nicholas has been selected to be a People to People Student Ambassador!  He will be traveling with them this summer to the United Kingdom.  Help us raise his tuition costs to send him on this trip of a lifetime.  In this day and age the more globally aware our young people can be, the better our future will be for the whole human race.  Help us get there!","1,385",of $7.5k goal,https://fundrazr.com/8QCW8,Help Nicholas get to the United Kingdom!,17,U.S. Dollar
"I specifically remember learning about China in fourth grade. I remember thinking how amazing it would be to see the Great Wall, but I never would. I remember thinking ""Wow! It must be impossible to learn to speak Chinese unless you're born there!"" Then, when I was about to start my sophomore year of High School, my parents asked me how I would feel about hosting an exchange student from China. I was super excited about it and ended up making a great friend and ""sister"" that year. As a freshman at Arizona State University, I wanted to go on a trip over the summer. My first choice was to do an internship at Disney World, but I missed the deadline to apply, so I ended up going to China for 6 weeks with several of my friends. A year later, I had the opportunity to go back for a full school year and study with some of my best friends. I was able to make some great friends, experience the culture and grow tremendously in my personal life. I've been back in the U.S. for almost three years now, and I miss China every day! I miss my friends, the food, and the culture. I've considered going back full time, but logistically have not been able to. I now have the opportunity to go back for a short Vision Trip with an organization called English Language Institute - China. I will be a part of a team that is looking to partner with ELIC and send people from Arizona to teach English in China. Although I can't go right now, I'll be able to help send others. I will be leaving on May 9th and spending 8 days there, getting to know the organization, seeing teachers in action, and getting reacquainted with the culture and language. I am still about $1000 short of my financial support and that's where you come in! Please consider helping me financially as I head back to where I left a piece of my heart three years ago and see how I can help facilitate a partnership that will change people's lives, and Lord willing, change the world! :)",300,of $1k goal,https://fundrazr.com/7Ud6c,Vision Trip to China!!,1,U.S. Dollar
"TK is going to Cambodia on a mission trip with his school and Youth with a Mission. He's asking for your help so that he'll have extra money to help make donations of school supplies and other items to children and orphanages while he's there. We (his parents) are covering all of TK's travelling expenses, his flights and accommodation.",465,of $500 goal,https://fundrazr.com/dSjFb,TK's Cambodian Mission Trip,16,Australian Dollar
Colton's choir is planning a trip to Europe to tour and perform during Spring Break 2014.  There will be school fundraisers and also personal fundraisers.,100,of $3k goal,https://fundrazr.com/0UiUa,Colton's Choir trip to Europe,1,U.S. Dollar
"I am in an ongoing battle against depression, and I need a break. This situation has led to me falling behind in my study, going into therapy, and being in a constant state of... well... depression. Throughout this, there have been a couple of things that have kept me going (and sane); my friends, family, therapy, and the prospect of starting Game Design. However, things have been shaky at best. The current situation makes it very possible I won't be able to finish English this year, which will not just mean that I'll have to spend thousands of extra euros to get my bachelor degree, but also that I will 'lose' another year. If I do manage to finish things this year, I'll be thrown straight back into another study which, although I want to do it, will also cost me a lot of time and money. What I really need is a break. This summer holiday, from basically the 1st of July to the 31st of August, I want to go to Australia, to visit one of my closest friend and the person who has saved my life in this period more than once. However, tickets to Australia seem to be... expensive. I cannot pay for this considering my financial situation. Now I know what many of you will think: look for a job, work for that money! But honestly, right now it is taking all my effort to just stay sane and still work on my study at the same time, so even if I could find a job right now, it would hurt me more than it would help me. That is why I'm asking for help, and frankly the tiniest bit could help right now. I am stuck between a rock and a hard place, and am slowly slipping into more and more problems, and, like I've said multiple times, I need a break. I intend to give back: First and foremost I will make a booklet of poetry available here. Of course, if you hate poetry you can ignore it, but I just want to at least offer something for any help I might get. Also, if you want something back for your donation, be sure to ask me. Think of a drawing, a video, writing, a hug, me playing/singing a song for you, anything really. I feel bad about asking for help, but lately I've not had much of a choice.",420,of €805 goal,https://fundrazr.com/bU9Z4,Project Keep Mike Sane! (Or; Take A Break!),14,Euro
"Many of you have read my previous post on prayer request for my dear friend and brother in Christ, Herman Moreno. His son Omar Moreno was involved in a head on collision back in their home of Guatemala. He is in serious condition and is under going extensive surgery to repair his wounds. I saw Herman and his wife Mari at church on Sunday and the look in his eyes has compelled me to do this. I have never done this but as a parent myself, I can understand what Herman and Mari are going thru right now. Not being there with their son and his family is really tearing at their hearts. They need to be there with their family during this diificult time. So I'm calling on all my friends, family and church family around the world to help me raise $1600.00 dollars to purchase 2 round trip tickets to Guatemala. They are $800 a piece. If you can find it in your heart to donate whatever you can, we would appreciate this so so much. You know if we can give up a latte or two this week and we get 160 people to donate just $10 dollars, we would be Sooo there....Thank you for taking the time to read this and Thank you even more for your heart felt donation. Remember as the bible teaches us that our treasures are in heaven......In Him, Roy T...","1,700",of $1.6k goal,https://fundrazr.com/2Uh2e,"""For the Love of Omar Moreno""",15,U.S. Dollar
"Sarah and Cassie are freshman at Abilene Christian University and are headed to Phnom Penh, Cambodia for 2 months this summer. They will be participating in an internship at the Cambodian Bible School where they will be teaching bible stories to children in the community, conducting women's bible studies, and teaching English to student preachers at the school. Donations, encouragement, and prayer are all greatly appreciated.",120,,https://fundrazr.com/7SSv1,Send Sarah and Cassie to Cambodia,,
"Without your help, Linas all around the world will not be able to eat delicious food. ... But really, I am just asking for a little money so I can bring you guys back some cool stuff and so I don't die. :) Oh, and so I can make artwork.","1,930",of $500 goal,https://fundrazr.com/0P7Nf,Save the Linas,25,U.S. Dollar
"We are excited for this opportunity to work with dear people in an area southwest of Belfast.  We anticipate serving in Northern Ireland at least 3-6 years, and perhaps longer if we are granted citizenship. But there's no budget for relocation.  The UK (Northern Ireland is part of the United Kingdom) work visa application fees alone are over $3k.  Plus there are the costs of transportation, shipping items, replacing appliances which won't work on their 220v grid, and set up costs for a new home and office. Three Options for giving: 1.  Hit the ""Give"" button above.  Note:  your contributions via this FundRazr.com (PayPal) website will not be tax-deductible if you itemize. 2.  If you itemize and want to make a tax-deductible contribution (though it will be charged as taxable income to us) you may make a check: payable to:  ""COAA"" memo line:  ""Ireland-HZ"" mail to: Church of the Apostles Anglican 10195 Main Street, Suite T Fairfax VA 22031 3.  Or, if you want to make a non-deductible gift made payable directly to us: Harry Zeiders 5919 First Landing Way Burke  VA  22015 We hope to relocate there as soon as possible in order for the boys to begin ""summer"" term at their schools which start mid-April. Thanks in advance for your prayers and for considering how you can partner with us.",250,of $8k goal,https://fundrazr.com/5Rzc7,Get the Zeiders to Ireland,4,U.S. Dollar
"K-Murdock and I are on our way to the UK for our largest excursion yet! 8 shows in 10+ days out in Europe, performing with me are some of the UK's brightest: Professor Elemental, B-Type, MC I-Pod and more. We're doing this straight punk rock style: no fancy booking agents, no managers, not even any hotels...just a few rappers in a new country. We need to take care of train passes, food, taxis and general expenses out there...in addition to RedBulls, Doritos, and my new favorite snack, Chili Lime coated nuts. yum. Thank you! like any good game, there are many LEVELS! Level 1: ANY Donation of $5 or more gets you a Mega Ran pencil case filled with goodies. Level 2: ANY Donation of $25 or more gets you a Pencil case filled with goodies AND a 4GB USB drive full of Ran and K's music. Level 3: ANY Donation of $50: Pencil case, 4GB drive, copy of ""The Memorandum"" or ""Mega Mouse"" CDs (your choice) and a hand-picked souvenir from the UK! Level 4: ANY Donation of $100 gets you a pencil case, 8GB drive full of all my music (it's a lot), posters, and SIGNED copies of ""The Memorandum"" and ""Mega Mouse"" CDs by Ran, Miranda and Mouse Powell, a souvenir, AND a copy of my Castlevania EP with Sammus, before anyone else! please email me at megaranfans@gmail.com when you make your donation so we can get your reward out quickly! Viva La UK!","1,236",,https://fundrazr.com/6U3qb,Support the UK Underground Tour!,,
"I'm pretty much ready to get out of the south for good, I'm super excited about having a place to stay in Seattle, and I need money for a plane ticket. To all my fellow activists out there, I need mutual aid and support! I would greatly appreciate it.",450,of $450 goal,https://fundrazr.com/0UpId,Help Justin with his plane ticket out of Alabama!!,9,U.S. Dollar
"Dani has WON a once-in-a-lifetime opportunity!! Many of you loca people remember our weekly trips to Cien Montaditos...that lovely Wednesday respite from the expensive Madrid tapas and cañas.... Well Dani has WON the opportunity to go to Miami, all because 100 Montaditos had a design your own mondadito contest, and Dani's idea won! She and ten finalists now have the opportunity to present their montadito to a panel of judges in Miami on May 19th...but to get there she NEEDS YOUR HELP! If the judges like her montadito, Dani will get an all expenses paid trip back to the land of sangría y jamón where she can danza kuduro all night long. Help us raise $600.00 for Dani to get to Miami and compete in this once in a lifetime opportunity!! Please, any donation helps, even if you can only give $1 (the price of a generous jarra....oh the good times)!!",100,of $600 goal,https://fundrazr.com/fVFAb,Help Get Dani to Miami!,1,U.S. Dollar
"Colby Trichell ""Local Cowboy"" filmed a movie last summer ""Stop the Pounding Heart"" directed by Roberto Minervini (much of which was filmed right here in Dayton, Texas). We have just found out that the movie has been chosen to be premiered at Cannes Film Festival next month..We are trying to raise funds so Colby can go represent Dayton at Cannes..Anything helps and is greatly appreciated we are just working with a short notice..Please help your ""Local Cowboy"" get to Cannes, France...Thank you",350,,https://fundrazr.com/1UwH2,"Help send your ""Local Cowboy"" to Cannes!!!",,
"For those of you who have known me for very long, you know I do not like to dwell on the negative. But today I think it is important to understand the problems that are closing in on us from all directions and to talk about the solutions.",700,of $3k goal,https://fundrazr.com/0Tvx2,Please help me fund an emergency trip to the USA,9,U.S. Dollar
"Seasonal greetings to all of you who have had a hand in my life and academic career! I appreciate you sticking around through all of the years, tears, and broke-ness! Graduation is upon me, I will be receiving my Masters Degree in English on May 13th, and in honor of the achievement of this goal I am taking myself (and mine Dear) across the pond! I plan to visit Prague (location of the world's very first university and also my homeland!), London (what good English major could go overseas and not pay their respects to the poets of Westminster Abbey??), Scotland (where my dear hails from!), France (we know people there!), and Ireland (to meet some drinkers who can hang with us!). If this sounds like the sort of misadventure you'd like to contribute to, this is the place to make a graduation donation (in lieu of gifts)! Thank you in advance, I have a deep abiding love for each and every one of you!",120,,https://fundrazr.com/dUyk1,Graduation Trip,,
"I have been accepted for an unpaid internship starting in August in Istanbul Turkey.  I will be participating hands-on in dolphin research in the Bosphorus Strait.  This is an incredible opportunity to learn field techniques first hand not to mention being invaluable for my future career path.  I have already saved up enough money for my airfare (around $1200)  but I am looking for help paying my living expenses and travel insurance while I am there.  I also believe this will be an amazing cultural experience as well.  Although the researcher I will be working with speaks English, many in Turkey do not.  As such, I have already invested in Rosetta Stone to be able to speak some Turkish to help me navigate the city.","1,005",of $1.9k goal,https://fundrazr.com/bSCF2,Shannon's Dolphin Research Internship,17,U.S. Dollar
"I will be travelling to Rwanda, Africa on May 12-24 with the Greensboro Fellows Program. Your donation of $2.52 (or more) will help me reach my $3000 goal needed to get there. It also will help pay for one of the guys in my 7th grade small group to go on his first mission's trip! WE NEED YOUR HELP!!! If each one of my Facebook friends gives $2.52 I will be able to reach my goal. However feel free to give more if you feel led to do so! There will be various promotional videos giving more information about the 252 Initiative, about the Greensboro Fellows Program, and about my year in ministry so far! Thanks for your support! Also, Please share this page and these videos to help me reach my goal. Thank you and God Bless! Also Check out this link for info about what I'm doing in the Greensboro Fellows Program. www.greensborofellows.com","1,308",of $3k goal,https://fundrazr.com/6UQT6,Will you support 252?,39,U.S. Dollar
"I need help in achieving my goal to participate in an Internship in China with the Freshman Leadership Acadamy of Howard University. My academic achievement thus far at Howard is a GPA of 4.0. I have recieved many leadership honors and awards in my lifetime and my current endeavor is to complete my studies in International Business. I am one out of 35 aspiring young leaders at Howard University that have been given the chance to meet with leaders from the U.S. Consulate of Shanghai, visit the World Financial Center and more as part of Education in the Field of International Business. I appreciate the many acalaids that have been given by Facebook friends and Family.But now, I need your support financially. Family don't let facebook friends outdo you! Thank you in advance for those that have already stepped up to the plate to help. THIS WONT BE POSSIBLE WITHOUT YOUR SUPPORT!!! PLEASE SHARE THIS. #TEAMLEADERSHIP",295,of $4.5k goal,https://fundrazr.com/7TUP5,Vondell Burns Travels to CHINA,6,U.S. Dollar
"My daughter Cidney has been accepted into the local Student Ambassador Program. People To People, has offered her the only remaining spot on their trip to Italy, France and Spain.  While traveling through these three European countries, she will learn about the culture, the history and the magnificence of travel.  Being a sophomore in high school, she has already started looking at colleges and universities; however, her course of study is currently unknown.  As the program requires, academics are a priority; she is currently ranked 12th in her class with a 4.0 GPA in advanced placement courses.  I believe that this trip will open up doors for her, allow her to gain valuable life skills and lead her towards her academic goals.  She will also be automatically enrolled in the tuition-paid course “Ambassadorial Studies” offered through the Washington School of World Studies and earn the equivalent of 1 high school semester elective credit.  There is wanderlust that flows through her veins, urging her to go and explore, but she needs your help. The cost of the trip is roughly $8,000.00.  She is employed part-time and working hard to do her part and save, but she would immensely appreciate if you would be willing to donate towards her cause.  If you can make even a small donation of ten dollars or more, you will be helping her achieve her dream.  The saying, “A little goes a long way”, is inerrant when it comes to her situation.  The website for the program is listed here if you wish to see what the program is all about;  http://peopletopeople.com/our-programs/student-ambassadors Thank you.",140,of $8k goal,https://fundrazr.com/0SnE3,Cidney's Student Ambassador Program Fund,3,U.S. Dollar
,410,of $2k goal,https://fundrazr.com/6U6V9,Help Rossi study abroad in Russia!,3,U.S. Dollar
"Miranda has been chosen as one of 40 students heading to Europe this Summer as student ambassadors with People to People. Their goal is to increase global awareness in American students and make sure we are raising children more accepting of other cultures and societies. She has been a huge history fanatic all her life and can't wait to see and experience all the places she has only learned about, as well as get a chance to speak the French language. While traveling, the students will be doing service projects, living with host families, visiting a concentration camp and talking with a survivor, helping to build a Medieval castle, meeting government officials, and more. They are also required to study up on European history and will receive high school or college credit. Please help Miranda earn her way on this exciting and educational trip!",500,of $3.2k goal,https://fundrazr.com/2Th86,Help Miranda earn her trip to Europe this Summer!,7,U.S. Dollar
"Jacob Greye Morris, 8th grader, is travelling across  Australia for 17 days, experiencing many aspects of its culture. He'll be receiving College as well as Community Service credits.   PLEASE help him Shape his Future!",741,of $6.5k goal,https://fundrazr.com/8T2i7,Help Jacob Reach His Goal. Invest in His Future!,17,U.S. Dollar
"Hello family & friends! As you may know, I am currently coming to the end of my third year in the McMaster Bachelor of Science Nursing program with only one year to go! I'm not sure where I'm going to make my mark as a nurse yet, but I am on the road to become a Nurse Practitioner and am very passionate about improving health in the north. I have been nominated to participate in an International Scholar Laureate Delegation on Nursing in Australia where I will visit medical centre's & universities to learn about health and Australia's model health care system. I am particularly interested in gaining knowledge about Australia's indigenous populations, which is one of the oldest in the world and extremely similar to that of Canada. I am hoping that the knowledge and understanding gained from this experience will be useful in helping to improve health care in Northern Ontario where it is desperately needed. So why the page? Just like any education it comes at a cost, tuition for the program is $3,399, and the cost of the round trip flight will is $1,789 - while I have two extremely supportive parents, this cost is a large burden and ANY help that you can offer is so greatly appreciated! To earn your support I am attempting to cover as much distance as possible swimming laps over the next two months! My first idea was to set my goal at 8,403 miles, which is the distance as the crow flies from Canada to the land down under; but I will likely reach a couple hundred kilometres if I am determined and hope someone ""gives me a lift"" the rest of the way. haha. I will be tracking my distance here online after each swim with affirmation from the lifeguards & one of my nursing tutors to ensure my accountability along the way. Feel free to pledge per km (40 laps x 25m) or simply pledge a specific amount - every contribution helps, no matter how small!",105,,https://fundrazr.com/7TOHc,Support A Student Nurse!!,,
"It has always been a dream of mine to sing at Carnegie Hall in NYC.  I now have this opportunity, but I need your help.  I have already raised and paid over half the cost of my portion of of this trip but I still have more to pay, and soon, otherwise I LOSE what I have already paid AND get excluded from the trip.  The trip is in May and the final payment was due March 15. I have exhausted all of my immediate resources and am now extending this plea to you, my friends and family.  I know you won't let me down!!!",590,of $1k goal,https://fundrazr.com/cTVBd,Carnegie Hall or Bust!!!!!,12,U.S. Dollar
"Paralyzer is going on tour in May, and need help raising funds for the trip to L.A. and back.  Every little bit counts and would be greatly appreciated!",115,,https://fundrazr.com/4T2u9,Help Paralyzer with Tour Expenses!,,
"Hello and thanks for taking the time to read my short story. I am currently doing a study abroad program in Greece. I'm learning Greek language and culture at the University of Ioannina. After my program ends in June, I'll be traveling around Europe for a month with hopes of being exposed to as much culture as possible. I believe the more experiences and culture one is exposed to, the more they grow and the better they become. That is why I decided to embark on this journey in the first place, to better myself and prepare myself for the next chapter in life. This fundraiser was created as an opportunity for friends and family to help combat against a poor exchange rate, unexpected expenses, and a lack of anticipated financial aid. Because of these variables, my funds have fallen below where they should be and I fear I will run out of money in the middle of backpacking through Europe. After reading this, there's no pressure for you to donate. Just know that every donation (small or large) helps! Thank you and much love!",641,,https://fundrazr.com/cUxt4,Helping Sebastian's Lifetime Experience,,
Xander was invited to be a Student Ambassador abroad but we need to raise money for his trip. His passion in school is Social Studies/History and I believe this trip would be an amazing learning experience for him.,100,of $8k goal,https://fundrazr.com/4WVga,Help Xander be a Student Ambassador abroad!,1,U.S. Dollar
"I'm the Pipe Sergeant of the Glengarry Pipe Band. We are competing at the World Bagpipe Championships this summer in Glasgow, Scotland. Im asking for help to curve this huge expense for a once in a lifetime opportunity. Thank you for your support  and please share this with your friends!",350,,https://fundrazr.com/3WVh3,Help me get to the Worlds,,
"For those that don't know and for those that already know.  I am moving to Prague in the Czech Republic (see map above) to teach English and explore the rest of the world. I depart Los Angeles for New Orleans on June 30th and from New Orleans to London on August 26th and I move into the apartment in Prague on September 7th. At this time I am unsure if or when I will return to the US. I am over joyed and so blessed to have this opportunity and all of you have been apart of my life and growth at one time or other and in one way or other and I want to take this moment to say Thank you from the bottom of my heart, it all matters. So I feel the only correct way to properly depart my home is to ""Get It In""  at The Lexington in Hollywood for a Birthday/Going Away Bash and You Are Invited! In lieu of gifts I have created this link so please feel free to be apart of my dream in a way that will help the most, whether you are planning to attending the party or not you can still be apart of the second chapter in my life. Thank you and I can't wait to see you at the party :D Let's Get Turned Up at The Lexington as I tip my hat 1718 Vine Street Hollywood, CA, 90028T/ 323.461.1700 Saturday June 1st. at 6pm. FYI: Saturday nights the Lexington transition into a nightclub at 10:00pm so the tables you'll be at will become bottle service there after. Therefore any guests wishing to stay seated will need to get bottle service. Each of those tables will be a 2-bottle minimum (bottles start at $350+ tax & 20% gratuity). Otherwise, you are Welcome to stay for the club and hang out and party at the bar or any other area in the club. No gifts are necessary however, if you do elect to show me a kind gesture Please do it here. Being as I am moving and am working very hard to pack light, honestly a monetary gesture would be the most effective. Love and gratitude to you all.  I will miss you more than you can imagine but you will be in my heart while I journey on.",140,,https://fundrazr.com/9TCg3,My dream deferred is becoming a reality!,,
"Hello, my name is Brittany Cote and I am from Howell, New Jersey. I am a junior at Howell High School. Recently, I applied to go abroad to the 2013 summer program to Japan, through the AFS (American Field Service) Intercultural Student Exchange Program. During my stay I hope to make a difference and gain a better knowledge of the world and who I am as a person. I have always loved Japan's culture and language since I was young. Ever since I could remember, I have always dreamed about goin to Japan and emersing myself with the people and, their communities. This program is something I am very passionate about and, I hope to succeed and prosper in the language and culture. AFS has always been apart of my life, when my Dad was 16 he went to Africa and, my Aunt also went to Japan when she was a teenager through AFS as well. My family and I have also hosted a girl from Japan (Ayumi), who stayed with us for a whole year in 2011. It is my dream to become either a garphic designer or an ESL teacher. Before that though, I hope to become a better person and, help others along my way in Japan. Right now, as a junior, I have to manage to keep myself organized. Whether it's dealing with a mass of homework, SAT's, studying, sports, friends, and trying to get some sleep. In my school I am on the lacrosse, and field hockey team. and part of a club called ""Next 2 Records"". In this group we produce/record our own school record label, its very fun and exciting to watch how everything comes together at the end. I am also in a special program at my school called, FPAC. It's a performing arts program and I am in the technology/music branch of it. In the technology/music branch (ET) we work with computers, music programs, and help work school shows. This is a very hectic and busy program but, its very rewarding in the end to see how hard and, well you've worked over the past 4 years of high school. Learning and experiencing new things is a huge part of my life, so are my family, friends, and school. In my family giving back and, helping others is a big part of who we are. I am ecstatic to be apart of AFS and, to let others know what they stand for. And, I hope that I will be apart of such a great opportunity. Hopefully, I can raise enough money for this once in a lifetime experience-along with this page and fundraising/working-! My goal is to raise between $2000-$3000 in the next 4 months to help cover a fraction of the costs. I have already raised half of the money with my job but, hopefully you can all help make my dream come true. I thank you all for taking an interest in my page and, for helping me out. Remember, evey little thing counts, any amount helps! I greatly apprecitate every donation and, this will help me get one step closer to my dream. I would also greatly appreciate if you could forward my blog/page to anyone else who might be interested in sponsoring me. Here's the link: http://brittanyinjapan721.blogspot.com/. Thank you so much!","2,100",of $2k goal,https://fundrazr.com/0Tv4c,Konnichiwa Japan!,5,U.S. Dollar
"Jack Womer has been invited to attend many events in the US and Europe. These trips are very expensive, and after travelling to Holland, Belgium and France last year, we are almost out of credit and savings to afford more trips this year. We think we owe it to the world to attend all the functions we can. My Dad, Jack Womer is now the last survivor of the original Filthy 13.","2,300",of $2k goal,https://fundrazr.com/9QD01,"Travel Expenses for Jack Womer, Filthy 13, 506 PIR",39,U.S. Dollar
"Dear Family and Friends, In 2013 I will be traveling to the Dominican Republic where I will be studying the history, culture, and politics of the region for seven weeks (Apr-June). This is a extended education program through Western Washington University. I'm very excited to be able to take advantage of this one in the life time opportunity, but of course this wonderful experience comes with a cost. I am asking for your support by making a generous contribution, all funds will go towards related cost to this educational experience. I thank you in advance for your support! Hy'shqe (Thank you), Misty Kopplin",505,of $2k goal,https://fundrazr.com/4ITF3,Extended Education Opportunity: Dominican Republic,8,U.S. Dollar
"I'm taking a group of nine high school girls to Costa Rica!  As we near our travel date of June 25th of this year, we are still quite far from our goal.  My students are from one of Chicago's most violent neighborhoods: the southwest side's Little Village.  They deserve to get out and broaden their horizons.  Each all-inclusive trip is $2,000 to send our top-performing and most dedicated girls on the trip of a lifetime.  Please consider supporting them!","1,700",,https://fundrazr.com/5Ttyf,Fund a LIFE CHANGING journey for inner-city youth!,,
"Approximately 5 years ago our mother lost her dad due to liver cancer and just one year later lost her mother due to a heart attack. Along with the stress and hardships of loosing both parents she was also left with the responsibility of tending to the property that was left with no will in Vermont. We received a call on 5/30/2013 that the house on the property had been deliberately burnt down. My father has been out of work since February, my brother is deployed and cannot get to Vermont to help and my husband and I are expecting our first baby. For those of you who know my mother know how she always puts others first no matter the situation. I'd like to help raise some money for the cost of my aunt & moms travels up to Vermont. The total cost of the trip will be approximately $1700. The breakdown of the trip cost is as follows: Gas to and from Vermont and travel to and from the hotel-$500 Hotel-$1000 Food-$200 Any and all donations will be appreciated greatly. Thanks in advance. http://www.wptz.com/news/vermont-new-york/burlington/vt-investigators-say-barnet-fire-was-arson/-/8869880/20359886/-/d1el49z/-/index.html",205,of $1.7k goal,https://fundrazr.com/fWYHf,Raising money for Home Lost due to Arson,5,U.S. Dollar
"Nathan has been selected as a Student Ambassador with People to People. He will be representing the United State in France, Italy, Switzerland and Austria for 19 days this summer.  He needs your help to get there. The cost is steep, but the life lessons learned are worth it. He will represent the U.S. in a positive manner, while learning about other cultures and building confidence. Please donate whatever you see fit. He will make us all proud!",305,of $2.2k goal,https://fundrazr.com/3QUf6,Heart of Europe or Bust,8,U.S. Dollar
"In following a great tradition of Peace Corps Kyrgyzstan, Temirlan Batyrkanov has been selected by the K18s to visit America in the spirit of friendship and cultural exchange.  As a Peace Corps Language and Cultural Facilitator, he teaches Kyrgyz and Russian to a new batch of American volunteers every year, as well as sharing the intricacies of Central Asian culture and the values of its people.  It is essential that he experiences the United States firsthand.  During his visit, he will be the guest of a number of RPCVs, who will show him the same warmth and hospitality he demonstrated to us while we were living in his country.  As a secondary project, Temirlan will raise money for a local orphanage near his village during his visit to the States, to provide them with essentials we take for granted, like a washing machine and winter clothes.  Let's make this happen.  The goal is to pay for his round-trip airfare from Bishkek and back, and for a few domestic flights in the U.S., so he can experience the diversity of our country.","4,160",of $5k goal,https://fundrazr.com/4RAc3,Temirlan's Enriching Trip to America,37,U.S. Dollar
"I have been accepted into the Volunteer Eco Students Abroad (VESA) Program to travel to Africa in December 2013. Traveling with 80 other volunteers, your help will contribute to my participation in making an incredible difference in the villages of South Africa. The two week program includes working with children in an orphanage teaching English and basic sanitation, hygiene and nutrition through games and activities, renovate and revitalise run-down facilities with fresh coats of paint, new play equipment and the construction of bathrooms or kitchens and installing sustainable farming units. I will also be working with the national parks authority areas of conservation within the wetlands area of St. Lucia in the observation, capture and release of crocodiles, cheetahs and leopards. The overall cost of the program is over $2000 therefore my goal is to fundraise $1000 towards the total cost. I am currently completing my Bachelor of Education (Primary) degree at Australian Catholic University therefore education and teaching of our future generations are both of high importance and a passion of mine. Any donations, if only a few dollars, would be much appreciated as you would be helping me greatly in achieving my goal and experiencing a life changing opportunity in Africa. Help me in taking VESA's wise words of wisdom.. ""Change your life by changing someone else's"". For more information about my program (Africa Unearthed #2 Dec 1-14) visit: http://www.vesabroad.com.au/volunteer_travel_program_africa.htm Or the VESA Facebook page for photos, videos and more https://www.facebook.com/vesabroad",210,of $1k goal,https://fundrazr.com/bVSn8,Support me on my trip to Africa!,7,Australian Dollar
"Malcolm has accomplished some big things: just turned 18, and graduated high school with two full years of college already under his belt. He has a unique chance to travel to Europe with his mom next month, and I'm gathering funds for the journey, as a graduation/18th bday gift. If you'd like to help in this, your contribution would be greatly appreciated.",880,,https://fundrazr.com/1XIo9,Help me send my son on a trip to London and Paris!,,
"Jacob and Miranda just lost their mother in a fatal car accident this past Saturday. He requested that we try to get his best friend Lauren from Mobile, Alabama for the funeral.",221,of $1k goal,https://fundrazr.com/7Wneb,Help fly Jacob's best friend to his mom's funeral,7,U.S. Dollar
"I have an awesome opportunity to go on a student ambassador trip to Australia this summer for 20 days!  I am asking family and friends to help sponsor my trip.  Mom and dad said I could go if I raised or earned at least 75% of the money.  I really really want to go!!!!   $6,999 includes airfare, travel, lodging, food, and activities which works out to $350 a day. I want to go with People to People because I will get to go to places normal people only dream of going.  It will help me get into a great college and getting an awesome job.  It means learning and seeing places I won't forget.  Mainly it's a way to get to know a culture.  Other countries think Texas is a place without cars and we have horses and that it's sandy and western cowboy style. But it's not, it's so much more. I'd love to go to Australia this year.  I don't know what it'll actually be like there, but if I raise enough money I'll be able go and find out!  Please say you'll help me!","3,862",of $7k goal,https://fundrazr.com/dRRn0,Wanted - Student Ambassador Trip!!!!!!,29,U.S. Dollar
